-e Time,			1min,	5min,	15min
-e 14-12-17 08:48:26,	 0.95,	 2.72	 top 
-e 14-12-17 08:48:30,	 0.97,	 2.71	 top 
-e 14-12-17 08:48:34,	 0.95,	 2.70	 top 
-e 14-12-17 08:48:37,	 0.95,	 2.70	 top 
-e 14-12-17 08:48:41,	 0.94,	 2.68	 top 
-e 14-12-17 08:48:44,	 0.92,	 2.67	 top 
-e 14-12-17 08:48:48,	 0.92,	 2.67	 top 
-e 14-12-17 08:48:51,	 0.91,	 2.66	 top 
-e 14-12-17 08:48:55,	 0.89,	 2.64	 top 
-e 14-12-17 08:48:58,	 0.89,	 2.64	 top 
-e 14-12-17 08:49:02,	 0.88,	 2.63	 top 
-e 14-12-17 08:49:05,	 0.86,	 2.61	 top 
-e 14-12-17 08:49:09,	 0.85,	 2.60	 top 
-e 14-12-17 08:49:13,	 0.85,	 2.60	 top 
-e 14-12-17 08:49:16,	 0.84,	 2.58	 top 
-e 14-12-17 08:49:20,	 0.90,	 2.60	 top 
-e 14-12-17 08:49:23,	 0.90,	 2.60	 top 
-e 14-12-17 08:49:27,	 0.89,	 2.58	 top 
-e 14-12-17 08:49:30,	 0.87,	 2.57	 top 
-e 14-12-17 08:49:34,	 0.86,	 2.56	 top 
-e 14-12-17 08:49:37,	 0.86,	 2.56	 top 
-e 14-12-17 08:49:41,	 0.85,	 2.54	 top 
-e 14-12-17 08:49:44,	 0.85,	 2.53	 top 
-e 14-12-17 08:49:48,	 0.85,	 2.53	 top 
-e 14-12-17 08:49:51,	 0.83,	 2.52	 top 
-e 14-12-17 08:49:55,	 0.82,	 2.51	 top 
-e 14-12-17 08:49:59,	 0.81,	 2.49	 top 
-e 14-12-17 08:50:02,	 0.81,	 2.49	 top 
-e 14-12-17 08:50:06,	 0.79,	 2.48	 top 
-e 14-12-17 08:50:09,	 0.78,	 2.47	 top 
-e 14-12-17 08:50:13,	 0.78,	 2.47	 top 
-e 14-12-17 08:50:16,	 0.77,	 2.45	 top 
-e 14-12-17 08:50:20,	 0.75,	 2.44	 top 
-e 14-12-17 08:50:23,	 0.75,	 2.44	 top 
-e 14-12-17 08:50:27,	 0.74,	 2.43	 top 
-e 14-12-17 08:50:30,	 0.73,	 2.41	 top 
-e 14-12-17 08:50:34,	 0.72,	 2.40	 top 
-e 14-12-17 08:50:37,	 0.72,	 2.40	 top 
-e 14-12-17 08:50:41,	 0.71,	 2.39	 top 
-e 14-12-17 08:50:45,	 0.69,	 2.38	 top 
-e 14-12-17 08:50:48,	 0.69,	 2.38	 top 
-e 14-12-17 08:50:52,	 0.68,	 2.36	 top 
-e 14-12-17 08:50:55,	 0.67,	 2.35	 top 
-e 14-12-17 08:50:59,	 0.66,	 2.34	 top 
-e 14-12-17 08:51:02,	 0.66,	 2.34	 top 
-e 14-12-17 08:51:06,	 0.65,	 2.32	 top 
-e 14-12-17 08:51:09,	 0.64,	 2.31	 top 
